path,sentence
common_voice_sw_29973971.mp3,ama vilekuduma zailimu na afyambazo hazi kusikina ukibu
common_voice_sw_30718855.mp3,magela aka yanza maisha maya kirezani aliyotana sanoni ku
common_voice_sw_31291104.mp3,mili huwenda balselikilasi
common_voice_sw_29878971.mp3,hantania kabina icheza kanyari katuza kombe ra dunia
common_voice_sw_31369520.mp3,shini kiza laji madamu na viwangu maijuna mafuta
common_voice_sw_29973356.mp3,hifadhi ya taifa amikoni ko kakakaskazini maifadi kubaya wanyama
common_voice_sw_29937668.mp3,soka ni mchaz wanyi mataka ya ushangaza
common_voice_sw_30082844.mp3,watuumiwa hao wlistakiwa watwatangania
common_voice_sw_28825190.mp3,shaba ya umoja nikwendileza na kuifanilimu ya assomamia
common_voice_sw_29940228.mp3,ukati mengine unaweza kufanya mahojana a kisaazi kidogo inalekumbusha
common_voice_sw_30070145.mp3,inimbume ya kubwa naini viguchionigirokitana
common_voice_sw_30378067.mp3,na makadila migini ambayo nicia auluza fazimiana kijiza
common_voice_sw_30059348.mp3,watafitwa atenda kupembelea ifadi ilopokenye nika na fukweza bahan
common_voice_sw_30113580.mp3,kavish na watumia uchaguzi ya napoka kilumi
common_voice_sw_30232421.mp3,aliendeleza rizarima bo ya ucamana kujikegemea
common_voice_sw_29944830.mp3,pia kaifa la uruzi lilikuwa na mpataba wasiri na ujuruma ni
common_voice_sw_28261746.mp3,mamuviki
common_voice_sw_29792556.mp3,lilikuwa darasa la kwanza kuifungua sulelio
common_voice_sw_37663815.mp3,weka kwejyesakureza
common_voice_sw_30567669.mp3,ceowa wakapo teza vikipiao kwa watu ambao walikuwa
common_voice_sw_30099185.mp3,wadibo maliona hayana faida kwa balo kwa waingereza waliyogo mapia na wengi naaka kubali
common_voice_sw_30218385.mp3,hapo ukawa manzo wa muliwala ukuma sanja akendo upale wa masharihi ileolla kisaki
common_voice_sw_30065487.mp3,wezi na uango ni kabi kisilewa tuwa kumukumu kwa ni mika mbia maute
common_voice_sw_30148753.mp3,wanasima kuwa ni maagabu ya mbuu kwajai lishajadiliwa katika kurani tkfu
common_voice_sw_31336920.mp3,kapereze iya ngoza na na wadake redefa
common_voice_sw_29978492.mp3,milioni ishirini zilitumika kuwezesha ujenzi waeneo hile
common_voice_sw_29962125.mp3,alikuwa likongozifudia na mzaren kwa wafri na wazanzibaliwa wate
common_voice_sw_29960520.mp3,kufuma uitangerasa safuimara ya ulinze zaja mifumoyilakuwaki tumika kati ku
common_voice_sw_30369510.mp3,enakadiriwa mwamalia sabimi na baadi ya fishi mia tano
common_voice_sw_30212088.mp3,wanaeishikwa zaidi ya asilinianini
common_voice_sw_29877574.mp3,lila kusahawalimashaula uilaya ya kikungi ahalimashaure wilaya ya ramba
common_voice_sw_30220162.mp3,nimdo za ozilikuwa zikilela kupandezeshat hiokusika
common_voice_sw_30456474.mp3,hikuda kunye ozonwa kwani fimakasa naseenoauzor
common_voice_sw_30048704.mp3,lamaangu aleri ya kamadiake sijeweza kuilika kutiani takanga ara alingi
common_voice_sw_30113501.mp3,atazinia wenw lumiza watarisa hi
common_voice_sw_30373191.mp3,kwekeza keikamaeneo balimbani kamadiwanda na kujimbaji wanadini
common_voice_sw_30028212.mp3,ko hiyo wepo wa madini aiiokipeki katika fiika
common_voice_sw_31812060.mp3,wakati na azisha likuwa na wanyama wakubwa wa tano kama tembo simba paruyaji na chumi
common_voice_sw_30114280.mp3,kekama siwoja ba lapaweida kwa jimi i
common_voice_sw_30176748.mp3,magaku a buna enawashangaza waminisa
common_voice_sw_37217576.mp3,elefalikia mkucida mpabehubeza wa cama takebiminbi la gunjomgatimkabu kanabelia itei
common_voice_sw_30477934.mp3,nyatakibao wa soka walicheza kombela bunia
common_voice_sw_30013994.mp3,nakusafiri ugate kujifuza na kubatabo udani wa rana ya tipenge
common_voice_sw_30068707.mp3,mtotalimungiee ndicho tanzo pekekikubwa cauwa kikao chamaji wa wanamaporidi fadhini
common_voice_sw_29923924.mp3,ivyokutonetaza nziba uwa na maplishinchini
common_voice_sw_29963348.mp3,adhabu kali ilitalewa kwa wale waliopinga
common_voice_sw_30093237.mp3,alijingiza kaka siasa mara kwanza mwaka elfu mbii
common_voice_sw_30628822.mp3,uhazi wajangongo mifasi na kufuza ramia n tulia asapajiosai
common_voice_sw_30653941.mp3,imetumia seka ningi kuliko hatafeika zilizotonka kijenga meliinyiani
common_voice_sw_30115885.mp3,adidebiani rubugadialemtagaza raisi magufuli
common_voice_sw_28817678.mp3,kisa ulanza kwende katika misi
common_voice_sw_36390376.mp3,kimbu isiake kuponchoforimtini
common_voice_sw_30372495.mp3,ilekakiwa kujamini kwa mba ulemapo siorikwanzo za kufadhakitwa mbaca udakipenda
common_voice_sw_29936537.mp3,abengi amali karume  akiwa na umrewa miaka mine
common_voice_sw_29878596.mp3,misu iliaza kwacini ya mfami fau
common_voice_sw_30028637.mp3,anasema bada ya hapwa bini kutoka nchi za warabuni waleza kufurika
common_voice_sw_30322546.mp3,kilikiwadikwa na mfambuzi maruvu wa mafa maya kisiasa
common_voice_sw_30357404.mp3,akishtoriwa kamakitokea tara naza kuluka zeida dakika kome na tana
common_voice_sw_30093631.mp3,yangwa hiliimapitakatika mataifa yaliyopo kaskazini
common_voice_sw_30234633.mp3,anapulinwa kukususana aremu in masan pu
common_voice_sw_31342800.mp3,isorei nafakana pwawatushiwalikuwa wacawala wakadilala wa
common_voice_sw_30130369.mp3,ugamo funzo azatika wa mumbini
common_voice_sw_29848366.mp3,inapoto keakuna manamke katika ukofilani ambaye hakuwa hikupatantata
common_voice_sw_31446512.mp3,kuna mausema wa kubwa sahakati ya watusi na waa
common_voice_sw_30013264.mp3,mamake nimaria irole bos santos abelo ambaye alikuwa mpisha
common_voice_sw_30332025.mp3,baada ya uhumuzilionda nea malimbali za ushirikiana
common_voice_sw_28813704.mp3,niki juu ya zinasatumika kama daazinara weza kusababisha haliya kushidwa kwa mokuwa bayazaidi
common_voice_sw_30585200.mp3,lenadegi sikwe jende baseana sufuwa kombe
common_voice_sw_29851547.mp3,wuna aina zipataza mianne za ndigi waliozagakatika mitilahifadhi
common_voice_sw_29957038.mp3,miloslam krosalishinda kearu chadahabu akifanga mabama tano
common_voice_sw_31328806.mp3,amipata na funa kweinukia kwa mcanzaji hwadari
common_voice_sw_30069153.mp3,katika tukio hilobadhi ya mdugu hula lachini naakoto hao wajua
common_voice_sw_30091413.mp3,kwezoa kaki kwa mengo nyi mani kwenda semingini
common_voice_sw_30056251.mp3,ao wa naishika nzaziinai hali kajiku na unaya naani
common_voice_sw_30122264.mp3,jinalakco ni nani
common_voice_sw_30131924.mp3,akandelena masomuya dijii ya kwanza kudituvikutedarisma
common_voice_sw_29797983.mp3,tichawa gezi wa kepialikuwa hakanda kfilia kazimbarimbaliza nimano
common_voice_sw_28759374.mp3,maisha ni kutafutu
common_voice_sw_29897812.mp3,alikuwa misani kataba na fradi kiruga
common_voice_sw_30003963.mp3,msitu wa hani uka mashariki mwamilima ya usambara
common_voice_sw_30346900.mp3,hii na fana kuwa retelia mzito kupita watef
common_voice_sw_29238897.mp3,zokiza damulinikomoja na mdomukua ngozi na usinda
common_voice_sw_30377782.mp3,milemanachonyana bila kusahaumlimadidila
common_voice_sw_30119518.mp3,ilikusafisha upatiwa deala yi kusabisolizazi kutoka wamgaa
common_voice_sw_30111963.mp3,nivuga moyo itumiaka uana wacumasar
common_voice_sw_34738908.mp3,mashindana vitabaridi vida marikani ndeje za kibita za kisogitinakimarekali
common_voice_sw_37224246.mp3,wazaa koa iaeaeta atikayala
common_voice_sw_28820583.mp3,alichizia vina mvulilipo ufarata kamla punda aselo
common_voice_sw_29947567.mp3,waitali ya walianza kushamgulia upilikina jesila waingereza
common_voice_sw_30347889.mp3,linapuwaja manamke ya bede ujya uzita la kini sia mwanaoma
common_voice_sw_29980051.mp3,zekariyake ya wanamitinde mijanse ramata nngisani
common_voice_sw_28817294.mp3,mchezaji wa magu ya kulia maranyingi anaceza kama kiungo wakati
common_voice_sw_30199426.mp3,kiiyo inahiliawasrajao waliokuwa wudajia sa
common_voice_sw_30075990.mp3,baadani ya kiao katika ujhia ola
common_voice_sw_30337593.mp3,ukiwandani ya hifadhi mambo haya yatakuhusundani ya hifadhi ya rubondo
common_voice_sw_30053016.mp3,kwala jamola demakrasi ya kwanga
common_voice_sw_37058218.mp3,wa hoayani bwalishabewa imeo na szirikali ta wa ki
common_voice_sw_28673142.mp3,alipokea masomu katika utamaduliwa kichina na kinipia peishula timarekani
common_voice_sw_29955333.mp3,mwhinga umfwimi kana kutawala naya kazawa tutu watatu
common_voice_sw_31411859.mp3,mashama keli angilio hiselikishawish watali nifunza kitokuusa za ilo
common_voice_sw_30130904.mp3,frikali inejwa na mijani kuningiakitabila makisiwasa
common_voice_sw_29790904.mp3,mambiekosu mkwajuknatikuma maciz
common_voice_sw_30032518.mp3,uwadila naza mshinani wa laa ku
common_voice_sw_29861551.mp3,niego madadona liongoza wetake kusakakikoani
common_voice_sw_28581821.mp3,imakamkumi haya ya niamwana apila kmumbwa
common_voice_sw_30112441.mp3,jimani kal hamaalifuna maaishiidi
common_voice_sw_30111625.mp3,ainci ko zilia kutuba shurina miiweya makitarabana tatu
common_voice_sw_30421897.mp3,ruhiya kadifa yazijiya afukunya weji ni wa kuademokaribu ra ziwa siro
common_voice_sw_28259878.mp3,menojani utlila atika jamikwashiria ukua na asiriya itu
common_voice_sw_29943894.mp3,wangiwao hawajesoakabisaakini matahiliyo kudwo
common_voice_sw_29817187.mp3,wamatango walishi katika vijiji ambago bilitenana tingana
common_voice_sw_30142899.mp3,malano usabata kupikia damkwa hiyo kutonaweza kwa mbukesa kwanana mbalimbali
common_voice_sw_29925381.mp3,katiza la kulla mmni kamba lilikuwa linaoya watu matemauku
common_voice_sw_30233738.mp3,kubadiiko hayilieka darekima kakupata mgudamboza hwa uraisi kwa sanziwa
common_voice_sw_29964248.mp3,wakati sikwa katika hali ya kimuli inaioniruhu za kufanya hivyo
common_voice_sw_29986941.mp3,unamuniaanimamikuhama makani niamamadi ai
common_voice_sw_29969962.mp3,minjaminkapali tangana sikutakunza mamonezo
common_voice_sw_29850817.mp3,hiyolikuopande wa afrika kusini ku
common_voice_sw_36376040.mp3,mza kulahalinawa yakemu
common_voice_sw_30335942.mp3,arae shirini na maja gesemba ezuhini na tana
common_voice_sw_30062411.mp3,kunaweza kuwepwo na aka ya maweka makupumasha
common_voice_sw_30176806.mp3,mama wajeozitouge ajadeliane na watala mwaaf ya ugusu vilusilioukini
common_voice_sw_30081134.mp3,mancha ssamaiki kiasaame skada sana ilikuwa matati
common_voice_sw_31116737.mp3,arerialimio maeji ziree bewa ushimeku dne na kumineni
common_voice_sw_28257780.mp3,wanda elingaatika karoni tilokane chenaakanya wa o
common_voice_sw_35989249.mp3,kwa sasa inafanyiba kwa mshiriki wa makailfa yitebiiani kila dada niya kaminini
common_voice_sw_30322524.mp3,wazin za ambao walika mubondo ablaya kuwa ifadhi ya taifa
common_voice_sw_33994786.mp3,weze marama kujumisha nambilita musabu
common_voice_sw_30444238.mp3,ya kuwenye maamukizi ya virusi ainasiu
common_voice_sw_30348594.mp3,abekikaluga likuokatiko mkuuu na mekazina ni tuma
common_voice_sw_30621018.mp3,zonza matenda kulacha kulachenesukori
common_voice_sw_31309868.mp3,walikoa na tumuna inakama kuwa katisha wamaake na wanoi
common_voice_sw_28790642.mp3,juhiza sifa hemu zamoja wa ulaya
common_voice_sw_34756938.mp3,ukwale ni kwama wezoake ni mkubwa sana
common_voice_sw_29956522.mp3,hani bobokwo nini umyekuwa hivijamani
common_voice_sw_28261368.mp3,sila jamu kwama badi y wasariha ataura kbansiisa h
common_voice_sw_30375540.mp3,kionola akutana mkuwa kwanza tabara ulifunguwa njia
common_voice_sw_29904295.mp3,nakizaida dejema sameahisabu
common_voice_sw_29866289.mp3,mipo aka engu aliliambia kuwa milio wametangaza kayzi engeni kajaribu
common_voice_sw_30138071.mp3,ina maanisha kwama mababu wabinadamu walikuwa wa kanzania
common_voice_sw_31252301.mp3,wenga nafamu kuwa kina mamoja zika wa napas
common_voice_sw_30193117.mp3,kweindusha dajeti na mgani wafadi natakama shuguli za ke
common_voice_sw_30289923.mp3,cheripala gushiikanowa misaada wa maregeleo na suide
common_voice_sw_29856359.mp3,saa tutaritekecha kisha ialifanyia mamuzi kumkuwa
common_voice_sw_34190572.mp3,mwitoria aha ilianziaralelinijikipo combuha kulichoko hapo ndikowahamiwalipofika mbaala
common_voice_sw_30078118.mp3,hali ya mae inijijisha wasilasi miungaji mao hasa kati ku
common_voice_sw_30204648.mp3,manaake na opande wa kipabila la washashi
common_voice_sw_31044399.mp3,kamefika umriwa meka kilatina tana
common_voice_sw_29158997.mp3,amandekwa kuwa nachabatai
common_voice_sw_30036349.mp3,azagaka taliki jabani wachacwana batika na zaidi natika menewa kilobeni nakisangana ju
common_voice_sw_29926863.mp3,maka elfu mbili maishirini kutokana za jeraha la nyionga umikuwa manya bishara mkumwa anaiimili ki
common_voice_sw_30326791.mp3,wako hasa na marili mwa kenya kaskazini mauganda na mashariki matanzania
common_voice_sw_30630769.mp3,pigagia mashati kwa sakwamina kizira
common_voice_sw_30174665.mp3,lakili wagini wakatibanga na na kutumanaekuusumina izo
common_voice_sw_30661149.mp3,keikali za kikoloni zilipofajya parakibu za kuwa weka humu
common_voice_sw_28660927.mp3,aliwawana mtawambaya alikuwa miafukuzi wa na
common_voice_sw_29946894.mp3,bikemuja aikamajona kutenialiuwanakime rofu kumiasitaam
common_voice_sw_30138648.mp3,tarifa sa kuparisha kwakura ioziijirisikuchajibaada ya sine kizo
common_voice_sw_30344562.mp3,malukomuhayo nikama vile mlinzi na usalama
common_voice_sw_29906150.mp3,kufukia miaka elfu moja na mianani
common_voice_sw_30163395.mp3,istumi zita na maeliyofamika litindeli veza michaiejipiki
common_voice_sw_34546528.mp3,chauimbo kikundibasiditajibu kwakufalina kwanaranyani atana misari kikukikekimba
common_voice_sw_30547315.mp3,kutekala na umaruuake idadi watalii hwandani na enje imekuwa ikiondezeka
common_voice_sw_30547229.mp3,kabe ya kujikita na ispani ya kwanzia mwaga elvu moja mitesa mfini nasaba
common_voice_sw_29821856.mp3,anamazanemboya keifa azinoakilisha ualisia waazania
common_voice_sw_35105937.mp3,ufanya gasara na zima uwe mwajigikaji na wege nyuudi za ko
common_voice_sw_30444056.mp3,nimpo wamba ya najichangaja nakia i
common_voice_sw_30345328.mp3,angania ninchi nyenema za kuposha kujumunia
common_voice_sw_30324770.mp3,kunapamusi ya kimasaidia bibilia imikasiriwa kwa kila sai
common_voice_sw_30364420.mp3,mngine lefatia lita mkum
common_voice_sw_29889905.mp3,kamisa katolikipa majada ufaimkuwa jerumani waijerimu kugedamizoafuasi walota
common_voice_sw_29962515.mp3,akandi hizini kamoja na rapangi za kitaifa dhanatato
common_voice_sw_30111001.mp3,walemogunafutenngini ka matu anitotavitangini
common_voice_sw_35146550.mp3,baigizo ya rige nosisha matikazi mafiki
common_voice_sw_31294020.mp3,komfano kucaga kutoka pichanini
common_voice_sw_30382753.mp3,ega hivyo zinakumika kwajila maendewa taifa
common_voice_sw_28813378.mp3,ea mareba  misimafamilia na marafikizaki walikuwa na msaada makubwa
common_voice_sw_29896063.mp3,bilele vyaju ni umima umtingire na mima kimhalu
common_voice_sw_29928094.mp3,mbeshinua hayati jankoma magufunyi na benjamini uwiya mkapa
common_voice_sw_30321604.mp3,alisena kuwa amti waanayevania kuwa libia mina likuwa nindu mana ata kuwa hala kele
common_voice_sw_34924679.mp3,reis wagine afokonda mesema kiongoza mapundozi musadari skamara
common_voice_sw_29820176.mp3,baadhi wa walajishi wa aminwaliokopa kukabilena na majishi hayelekimini
common_voice_sw_29819931.mp3,isa pili mishekmenyi abonge mbe
common_voice_sw_29938474.mp3,molazi kwa jina wajambalgwede alianzisha mjiwa kiha
common_voice_sw_28672904.mp3,jike hana penbe
common_voice_sw_30048010.mp3,yare yalof wakiachi na taro wanawamiziwake anahaji ya voji jome
common_voice_sw_29965281.mp3,ukitambelea innola merelani na mji warusha
common_voice_sw_29970921.mp3,mana alibonbesha ndedi kizo kwenye majemba ya maka
common_voice_sw_30070372.mp3,wakati wa kani shirini kwanya kisali akwajina kundipanuni
common_voice_sw_29880049.mp3,meno la kato llagolikadano ani wa mashariki wa mino
common_voice_sw_30628468.mp3,hii isitu nalingine mingi nalifanya mbaara afrika kupata akuwaza kutusha
common_voice_sw_34995330.mp3,pikia kowaskahili
common_voice_sw_30478244.mp3,dombalifunga mgaji wa pendati na kuzima ndotoza wajurumani
common_voice_sw_29941335.mp3,kwani wa pijania huruengi o mataifa ya frika waniza kuisitanza nia
common_voice_sw_30377432.mp3,uyoga ulaota wanye kunye mashambaasa wakati wavua kunye mainere nyemboji mangi
common_voice_sw_30196281.mp3,pia mgojwa wanapio mfumaa maisha wambao anatakiwa haupubi
common_voice_sw_30212727.mp3,jiliweza koa na nafasi nzulikla bu ya senali kufanya kowa ufasa hamashambulizi ya kustukiza
common_voice_sw_28810926.mp3,wadedozema vili vutumeza kakubarilishana marainini
common_voice_sw_30084444.mp3,wanyerumani na akazi anji nijini zilizoshirwa
common_voice_sw_30044843.mp3,wanyezimogu kwaremazake nakwa kuemgio jashanji
common_voice_sw_29941591.mp3,misiwalibukasi ni kwa kuifuga dana mmoja wa sifuri
common_voice_sw_30071392.mp3,aliyongoza meja kwodoja darosani kwa ki kwa mwende wa kunyat
common_voice_sw_30439910.mp3,anahovia na kucuguliwakama mungo mto
common_voice_sw_30195402.mp3,aliekuwa mkurugezi wa hifadhi za pai
common_voice_sw_30137679.mp3,danokinmeje majili akilima cha maiza ya inibalimali
common_voice_sw_30212837.mp3,wanapewacha kula kunyenana zamiza
common_voice_sw_30098331.mp3,iliundo wailikusima mia kusamazaji wa noti na sarafu
common_voice_sw_30179793.mp3,uleno ilifungo mudao muili kwa moja
common_voice_sw_30368094.mp3,majamgo yenye usanifu wakiarabu kihini nakijerumani ya nasahiki kuwa ya kishitore a
common_voice_sw_29894710.mp3,mwalimmakiwa mzieko yela kafia wazigo wa wanikubaniksta
common_voice_sw_28775549.mp3,peto kweni y pati kifano cini rom
common_voice_sw_30324382.mp3,baadi ya wasani hao ni kama halima madiwa chakobspibi msara mkundina ngine
common_voice_sw_30049941.mp3,inatikiwa kujimiamba ulimavu iokikwanzo takufanya kitu wa ambacho kwanajipena
common_voice_sw_30106854.mp3,jusi mulinya wa napenda rigi zenyiushidani
common_voice_sw_30555801.mp3,dazi inibarikina ipekeo wa aina mbalimbali wa kuvutia
common_voice_sw_29790528.mp3,nziungenagoza kisasa
common_voice_sw_36035836.mp3,laba abusumii moja kwa moja kweani bai a simu vivifasa umayeme
common_voice_sw_30000560.mp3,tinuzinaza kubadili mefunu wa kati wa wati wa mchizo ilikusaidia kusudi na wakati huo
common_voice_sw_29972968.mp3,ka lifungwa na toma stchamwachasi
common_voice_sw_28669551.mp3,kwokumoji wanamatato muili kamoja
common_voice_sw_30058497.mp3,uenbolikuwa na mano ya wakiliamuani
common_voice_sw_29947905.mp3,misria maka ulili kuwa linapisha mbarariakrika
common_voice_sw_28719166.mp3,tabiakuya kufanana yasehri mimola tufe
common_voice_sw_31291359.mp3,manyekiki alistakiwa kwa kkwau koraji wa mani ya umak
common_voice_sw_30112380.mp3,hapo ichegleni yalauhani pou
common_voice_sw_34991012.mp3,kulia kwanaibwa zini mkuwa mnaya masoma i
common_voice_sw_29846679.mp3,andesiesta alikuwa na balaaruino
common_voice_sw_30209418.mp3,amaii iakilishinana alisambaa wakuweinyi utafi
common_voice_sw_29988040.mp3,hilamoja na simujia kwana maralikyo sikia
common_voice_sw_31363016.mp3,inila kukuifububisha fasi kuufu kukwakabiika kumaeno manya ngaa sababisha kane mali waka
common_voice_sw_30142851.mp3,akuna taripaningi za kina kusomima wondean
common_voice_sw_29897729.mp3,bazi ilicheza na uturukii kwenye hatua yarogofainari
common_voice_sw_30036524.mp3,wele uliwode ugana kwa kufunga kwa feika li
common_voice_sw_30129658.mp3,raia wanavofanya kazi ya uhuvi katika maeneo haya
common_voice_sw_28748937.mp3,hasa milimane na mpeematope samalipake
common_voice_sw_31045294.mp3,ili fusa kubankwa aliwanaofanyageishareza isha mchi
common_voice_sw_31293032.mp3,migeamboni namanrea hajiidileni
common_voice_sw_29949247.mp3,aaiwatanzania ngochanzo kikucha uchomi
common_voice_sw_31369212.mp3,nengo la kuwamisha kwa kiilikuwa kuhama sisha welifani na kulemisha zami
common_voice_sw_35157587.mp3,ikio haba ni magefusaya
common_voice_sw_35270120.mp3,aa anaiai namijenia wa mshinifafbari
common_voice_sw_29903387.mp3,samia alichamulakwa makrishi wa jimba na makunduji
common_voice_sw_30719120.mp3,wamaeleza zaii
common_voice_sw_30142079.mp3,ame alapoadikomia kupaka kwenye nye a elipo zanili wakali wa mila ya ia
common_voice_sw_30010756.mp3,taifa labirumani bilishinda tajia kome ya dunia
common_voice_sw_30378651.mp3,amegonza lo vana awa utataji haki
common_voice_sw_29817416.mp3,upata barakaza kimasai kutoa kwa wanze wakimasai kutoka kwajami
common_voice_sw_31119729.mp3,nakini katika teifa liti wa kuna pudekwa kati maekewa ucha iatumi
common_voice_sw_30464652.mp3,limampo isukamia na tu ya kituu
common_voice_sw_37056724.mp3,nasu ko husana tre
common_voice_sw_30678961.mp3,amapa kwena viumbe ainainatatu vikisi kwa pamuja
common_voice_sw_30584870.mp3,haf wa petaza kijemishirei na mila pia uyajaza meshao
common_voice_sw_29991154.mp3,adaofiwa na kucukuliwa kama mungumto
common_voice_sw_30068868.mp3,zarahizo za maeezimasabikika kuwapomiaka mingi kabawa popuiso
common_voice_sw_30003762.mp3,lasa mata skalibaja kwenye wroda ya lufa nilivo
common_voice_sw_33995219.mp3,kuatumije mbohadu kwa tika tumji
common_voice_sw_28817512.mp3,ademengini wa ushumu ni ufuvi
common_voice_sw_30303841.mp3,mwilikukiwa na lisha riliyovidifababisha mada makuba
common_voice_sw_28669349.mp3,wavuvikatika kata hii hawana ilimu ya uvuvi
common_voice_sw_29965855.mp3,alikuwa na nafasi kubwa na inayomfanya awize kufanya hivyo
common_voice_sw_30225825.mp3,zigai napukemani kupoka mita mikubwa
common_voice_sw_30003368.mp3,wishi nitabora na tanga kakamilizha idagiya mikoshiili na sita
common_voice_sw_36037885.mp3,knaoani ipayivyi wenda visitufikia sisiwalemwa
common_voice_sw_29923669.mp3,alipuwana husena muda mresakati za kizarino za mutimbabo
common_voice_sw_30120094.mp3,chenguna asani na utingi utemdeniga vizuarii hanafu cukuwa kipande chakama
common_voice_sw_29929499.mp3,mazahaye mekuekiliwashiamu za milimaani
common_voice_sw_29846344.mp3,majuta enapidi mikimiya ugereza
common_voice_sw_29970119.mp3,mshamula zi ilimeyenga alisema amizipanga kuwani vugaziburawa kumila shikshiafrika
common_voice_sw_30201004.mp3,kakawaida utoka kwawamborebo ambao ndiohufanya tuhara hizo
common_voice_sw_35106176.mp3,wakilisha bara hili katika mashindano ya kome la dunia
common_voice_sw_30381463.mp3,achamachaka cha afrika na shurkores mchanamuchamuvu
common_voice_sw_29927311.mp3,maadiwa tanzania nimengi sana
common_voice_sw_30307622.mp3,inimoyaupangwa na una mima wamizaa
common_voice_sw_29896475.mp3,mchiza afrika zilishiniwa kwa nda kombe la dunia
common_voice_sw_30298470.mp3,watali weni walishuni kufika canzania kakipindi kicho
common_voice_sw_29837176.mp3,kuduulareta zaa mulapia kwanana mwalinanima
common_voice_sw_29969002.mp3,mgano wa wakuunda tanzania samgajika na vanzibaziliongano
common_voice_sw_30110850.mp3,maya ni ikanza kuingia kwenye falsafa za madin pemwadiora
common_voice_sw_28258603.mp3,akika kafihii da mialiko zaina mbilelikuna tamera ku matamia ndobandoba
common_voice_sw_31321944.mp3,bada ya kufaka ke alitaala aliekuwa makamiwa ki
common_voice_sw_30059496.mp3,hata komtoa makuishwa watazania wenda kusiskiza kuwa unaapigianajiyokada
common_voice_sw_30215115.mp3,yanalaomiwa kwa kuchimba na hao buna kuitorashaka tika mataika mungina
common_voice_sw_30261107.mp3,badhi ya zena vilda nzisha kwagia pigenyaobuni
common_voice_sw_30318313.mp3,urendo walitolewa kwenye masidano wanaubengi nyi
common_voice_sw_35165709.mp3,usekuni wa tusi
common_voice_sw_29997963.mp3,alizigwa kwahishi manajishi wa wananc
common_voice_sw_30109731.mp3,wengi mwamini kuwa ngenahuha ulakina hivi ya kukasa kujijingi
common_voice_sw_29819437.mp3,saluivi ninepata tekeazai wa kiranuri kubwa tiasikatika sirigin
common_voice_sw_36389963.mp3,bautakiwakala mamlaka mawilizifauzi
common_voice_sw_30325495.mp3,lipatika na kama wanyaturuwanavyo wamene kutokana na bahati
common_voice_sw_30375481.mp3,beni amezongonzwa mega mefugia macho u ya maisha na msimamo wa isiasa
common_voice_sw_29981615.mp3,aral aliokuo wengine vidi ya diluma ya wanazi
common_voice_sw_29793055.mp3,mfano mambazi larupishiwa ya kunana jinzi a ulaji wanyee
common_voice_sw_30139917.mp3,ambo la kufukuza kenye timu ibae
common_voice_sw_30069132.mp3,majene lisani kwa keram ale waranete inakukasaa
common_voice_sw_30270646.mp3,watu wate ambao waampenzi zaidi ya mmoja nda nia mezi zita
common_voice_sw_30133418.mp3,ameligokanenamamba hawahoneani na wajama anaitali kujagala visais
common_voice_sw_35269717.mp3,majani kiwa na waebana makasahama tae
common_voice_sw_29942498.mp3,tenganeka na zazi weziiongana na kuuda jambul ya mungano tanzania
common_voice_sw_30990923.mp3,tumjemusona semgakunye mbenea kkitika kilina namasati
common_voice_sw_30375175.mp3,mlina kimanjari mole kati a milima mbayo kiletape huvikiwa kwa uraifi
common_voice_sw_30103857.mp3,tenzo chambuvini kiko mbuterambera na mtungegi
common_voice_sw_31254702.mp3,kabana aba hujhaza kiba
common_voice_sw_30198049.mp3,umwake wa kuishinia asitini na zaidi
common_voice_sw_31284657.mp3,wanasiidianakamashija wa kilina melunshi kwa moja
common_voice_sw_37085539.mp3,walovi amaukwarpokadinawa wakawaparohi waranba paiii
common_voice_sw_30004410.mp3,wawanga elfubina tatu midadi iya wa wanji likadiriwa kuwa emfukhirini na man
common_voice_sw_30220715.mp3,amazauria wilaya kara bwelinatagafataano
common_voice_sw_29885423.mp3,alichomoza kwenye mbaraza la mawaziri la janguri ya mugano watangania
common_voice_sw_29987251.mp3,badi wanafati buniani a namilikuwo tanzania barani chumukala milida
common_voice_sw_29898923.mp3,wataliwa daazo wanapatanafasi ya kuwa karibunaenye mapori
common_voice_sw_30338338.mp3,mwaka mabo mazito wailikuwa ndio mwaka
common_voice_sw_30313388.mp3,hali kabari ka tango ninaweza kutumika katika kuburisha ngozi ya uso na kuifanya ngozi kuwa nyi ruro
common_voice_sw_30641374.mp3,uuda fuui makufundishaa wama maaschama
common_voice_sw_30561718.mp3,virusi vinavyoibuka kwa mfumo wa ukumwaji
common_voice_sw_29950441.mp3,waliudurea macha maliangan kwa chama chahaus odisha afrika nishuna komeisi
common_voice_sw_36032582.mp3,amerika kaskazini na ulaya ilekunguza kia kwa kias
common_voice_sw_30055875.mp3,doteni na mpogulana unamgezeka kia mtumumba
common_voice_sw_30044443.mp3,katika saari hii ajawikutokia mtabe hamasili ya
common_voice_sw_30709898.mp3,iniarore kia aanyolewa zichachake na kumdoa milindume watakenga
common_voice_sw_29927554.mp3,ilatakiwa kupanda ndisihemu iliyokata wamte
common_voice_sw_34819197.mp3,maracukiniona majiite
common_voice_sw_29923601.mp3,kila mara maswali ayo nialere a mara zotea raitaji majibeane
common_voice_sw_29878465.mp3,wasasa ipo simba mana rizalia nginda nzania mkoa mamo
common_voice_sw_29922505.mp3,kuifadhi mazimiaa mazonguka marasenzake
